scorer,,,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul
bodyparts,,,leftEar,leftEar,rightEar,rightEar,implant,implant,leftPort,leftPort,rightPort,rightPort,centrePort,centrePort
coords,,,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,ML118_051116 Cam2,img012292.png,,,,,,,499.57779936696653,373.71423281359625,131.54379787045207,366.96131535494453,318.37451422648087,370.9005172058247
labeled-data,ML118_051116 Cam2,img024183.png,406.7251843105065,263.4165809889528,,,240.15322033043262,266.23029659672426,496.7640837591951,371.46326032737903,130.98105474889778,364.14759974717305,312.74708301093784,368.6495447196075
labeled-data,ML118_051116 Cam2,img025824.png,497.8895700023036,271.8577278122673,337.50778035932717,233.59119554657468,,,499.01505624541227,369.77503096271613,129.85556850578917,365.83582911183595,312.1843398893835,370.3377740842704
labeled-data,ML118_051116 Cam2,img028693.png,374.6488263819112,277.4851590278103,,,206.95137615872872,233.02845242502033,502.3915149747381,370.3377740842704,132.10654099200636,364.7103428687273,311.05885364627494,369.2122878411618
labeled-data,ML118_051116 Cam2,img029701.png,210.32783488805458,253.84994792252954,,,68.51656825637008,277.48515902781025,499.01505624541227,369.2122878411618,125.91636665490904,364.7103428687273,313.8725692540464,369.2122878411618
labeled-data,ML118_051116 Cam2,img030051.png,132.66928411356068,270.73224156915865,,,34.75198096311187,179.00511275580718,495.63859751608646,370.9005172058247,129.85556850578917,364.7103428687273,316.68628486181797,369.77503096271613
labeled-data,ML118_051116 Cam2,img034535.png,198.51022933541418,256.1009204087468,,,39.2539259355463,281.4243608786904,501.26602873162955,370.9005172058247,131.54379787045207,363.0221135040644,318.9372573480352,368.6495447196075
labeled-data,ML118_051116 Cam2,img042043.png,149.5515777601898,263.4165809889528,,,52.75976085284959,164.9365347169496,499.01505624541227,371.46326032737903,136.04574284288648,364.14759974717305,319.50000046958945,367.5240584764989
labeled-data,ML118_051116 Cam2,img042593.png,456.2465790072852,246.53428734232367,,,565.9814877103744,245.40880109921508,501.26602873162955,370.3377740842704,134.35751347822358,364.7103428687273,320.6254867126981,369.2122878411618
labeled-data,ML118_051116 Cam2,img043611.png,,,,,,,493.95036815142356,372.02600344893335,131.54379787045207,364.7103428687273,316.68628486181797,369.77503096271613
labeled-data,ML118_051116 Cam2,img044163.png,528.8404416877903,24.250754328373787,,,634.6361485399993,35.50561675945987,500.1405424885209,370.3377740842704,131.54379787045207,364.7103428687273,317.81177110492655,369.2122878411618
labeled-data,ML118_051116 Cam2,img047420.png,67.95382513481579,24.25075432837372,112.97327485916006,91.21718579333584,123.66539416869182,6.242974438636015,497.32682688074937,371.46326032737903,133.7947703566693,363.5848566256187,314.43531237560074,369.77503096271613
labeled-data,ML118_051116 Cam2,img052508.png,209.20234864494594,277.4851590278103,,,76.39497195813033,179.5678558773615,497.32682688074937,370.3377740842704,127.60459601957194,365.27308599028163,318.9372573480352,368.0868015980532
labeled-data,ML118_051116 Cam2,img055490.png,148.42609151708118,268.4812690829415,,,21.808889167362885,181.25608524202437,500.70328561007517,370.3377740842704,131.54379787045207,365.83582911183595,318.37451422648087,370.3377740842704
labeled-data,ML118_051116 Cam2,img059958.png,560.9167996163856,268.48126908294154,426.98393668646145,252.16171855786666,505.7679737040639,257.7891497734097,495.63859751608646,370.90051720582466,133.7947703566693,365.83582911183595,318.93725734803513,370.90051720582466
labeled-data,ML118_051116 Cam2,img060488.png,363.95670707237946,284.238076486462,,,201.32394494318572,285.9263058511248,497.8895700023036,370.90051720582466,134.3575134782236,365.27308599028163,317.81177110492655,366.39857223339027
labeled-data,ML118_051116 Cam2,img066246.png,409.53889991827805,296.61842516065667,287.42364254099414,262.85383786739845,317.24902798337223,299.43214076842816,497.8895700023036,370.9005172058247,133.23202723511497,365.83582911183595,316.12354174026365,368.08680159805317
labeled-data,ML118_051116 Cam2,img067353.png,209.20234864494594,265.1048103536157,,,46.006843394197944,270.1694984476043,497.8895700023036,370.9005172058247,128.73008226268053,366.3985722333902,316.12354174026365,369.2122878411618
labeled-data,ML118_051116 Cam2,img072435.png,290.80010127032,262.85383786739845,289.67461502721136,262.29109474584413,412.91535864760385,272.9832140553759,496.2013406376407,372.0260034489333,132.1065409920064,363.0221135040644,319.50000046958945,366.9613153549446
labeled-data,ML118_051116 Cam2,img073082.png,506.8934599471725,288.7400214588964,,,362.2684777077165,217.27164502149986,498.452313123858,370.9005172058247,132.6692841135607,364.7103428687273,318.37451422648087,369.2122878411618
