scorer,,,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul
bodyparts,,,leftEar,leftEar,rightEar,rightEar,implant,implant,leftPort,leftPort,rightPort,rightPort,centrePort,centrePort
coords,,,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,PMA37 2021_11_04_10_13_07 Cam2,img0133849.png,277.9743759234776,347.88167820203745,148.8430282292557,264.94365813826886,155.1421183606812,412.9722762267672,602.3775176918889,513.7577183295746,139.3943930321175,512.707869974337,373.5105762500971,516.9072633952874
labeled-data,PMA37 2021_11_04_10_13_07 Cam2,img0161588.png,213.9336262539855,342.6324364258496,56.456372968348944,326.8847110972859,138.3445446768799,443.41787852865696,598.1781242709386,511.6580216190994,142.54393809783028,516.9072633952874,370.3610311843844,513.7577183295746
labeled-data,PMA37 2021_11_04_10_13_07 Cam2,img0327254.png,,,512.0905591414573,366.77894859631385,617.075394665215,439.2184851077066,600.2778209814137,513.7577183295746,133.09530290069205,516.9072633952874,369.3111828291468,519.0069601057625
labeled-data,PMA37 2021_11_04_10_13_07 Cam2,img0381938.png,232.83089664826184,347.88167820203745,64.85515981024957,309.0372890582471,148.8430282292557,437.1187883972314,599.2279726261762,511.6580216190994,135.1949996111672,514.8075666848122,364.0619410529589,514.8075666848122
labeled-data,PMA37 2021_11_04_10_13_07 Cam2,img1129157.png,210.78408118827275,344.7321331363247,54.3566762578738,338.4330430048993,135.1949996111672,452.86651372579513,595.0285792052258,506.40877984291154,141.49408974259268,515.8574150400498,371.410879539622,514.8075666848122
labeled-data,PMA37 2021_11_04_10_13_07 Cam2,img1140198.png,465.897231511004,355.2306166887005,290.5725561863286,335.28349793918653,356.7130025662959,459.1656038572206,595.0285792052258,516.9072633952874,134.14515125592965,513.7577183295746,365.1117894081965,511.6580216190994
labeled-data,PMA37 2021_11_04_10_13_07 Cam2,img1158881.png,667.4681157166186,295.38926044015864,516.2899525624076,354.18076833346294,622.3246364414028,430.819698265806,597.128275915701,506.40877984291154,139.3943930321175,511.6580216190994,367.2114861186717,515.8574150400498
labeled-data,PMA37 2021_11_04_10_13_07 Cam2,img1502693.png,205.5348394120849,335.28349793918653,51.20713119216106,331.08410451823624,136.2448479664048,443.41787852865696,596.0784275604634,507.45862819814914,137.2946963216424,511.6580216190994,367.2114861186717,508.5084765533867
labeled-data,PMA37 2021_11_04_10_13_07 Cam2,img1505372.png,234.93059335873704,342.6324364258496,81.65273349405078,339.4828913601368,139.3943930321175,429.7698499105685,593.9787308499883,503.2592347771988,137.2946963216424,508.5084765533867,368.2613344739093,507.45862819814914
labeled-data,PMA37 2021_11_04_10_13_07 Cam2,img1654591.png,,,523.6388910490706,336.33334629442413,611.8261528890271,432.9193949762812,597.128275915701,509.5583249086243,138.3445446768799,511.6580216190994,367.2114861186717,511.6580216190994
labeled-data,PMA37 2021_11_04_10_13_07 Cam2,img1692097.png,502.6419239443191,355.2306166887005,315.76891671203043,317.4360759001477,,,596.0784275604634,507.45862819814914,133.09530290069205,507.45862819814914,364.0619410529589,505.358931487674
labeled-data,PMA37 2021_11_04_10_13_07 Cam2,img1821390.png,668.5179640718562,274.3922933354071,512.0905591414573,340.5327397153744,624.424333151878,415.0719729372424,592.9288824947507,500.1096897114861,130.9956061902169,505.358931487674,365.1117894081965,503.2592347771988
labeled-data,PMA37 2021_11_04_10_13_07 Cam2,img1883353.png,689.5149311766078,307.98744070300955,514.1902558519324,342.6324364258496,608.6766078233144,436.0689400419938,597.128275915701,504.3090831324364,138.3445446768799,504.3090831324364,369.3111828291468,506.40877984291154
labeled-data,PMA37 2021_11_04_10_13_07 Cam2,img2008164.png,229.6813515825491,339.4828913601368,72.2040982969126,277.5418384011198,121.54697099307872,430.819698265806,599.2279726261761,508.50847655338674,144.64363480830542,511.6580216190994,367.2114861186717,510.6081732638619
labeled-data,PMA37 2021_11_04_10_13_07 Cam2,img2347144.png,650.6705420328175,283.84092853254526,517.3398009176452,343.6822847810872,613.9258495995023,422.4209114239054,600.2778209814137,506.40877984291154,136.2448479664048,508.5084765533867,370.3610311843844,506.40877984291154
labeled-data,PMA37 2021_11_04_10_13_07 Cam2,img2359666.png,,,,,,,597.128275915701,506.40877984291154,129.9457578349793,509.5583249086243,363.0120926977214,509.5583249086243
labeled-data,PMA37 2021_11_04_10_13_07 Cam2,img2403301.png,231.7810482930243,333.1838012287114,47.00773777121077,312.18683412395984,140.44424138735508,451.8166653705576,593.9787308499883,505.358931487674,141.49408974259268,506.40877984291154,372.4607278948596,506.40877984291154
labeled-data,PMA37 2021_11_04_10_13_07 Cam2,img2580736.png,310.51967493584254,322.6853176763356,230.7311999377867,175.70654794307484,172.98954039972,300.63850221634647,591.8790341395131,504.3090831324364,137.2946963216424,507.45862819814914,367.2114861186717,508.5084765533867
labeled-data,PMA37 2021_11_04_10_13_07 Cam2,img2644272.png,656.9696321642429,281.7412318220701,505.7914690100319,342.6324364258496,605.5270627576016,426.6203048448557,600.2778209814137,504.3090831324364,135.1949996111672,501.15953806672366,363.0120926977213,510.6081732638619
labeled-data,PMA37 2021_11_04_10_13_07 Cam2,img2708162.png,,,,,,,599.2279726261762,506.40877984291154,140.44424138735508,508.5084765533867,367.2114861186717,504.3090831324364
