scorer,,,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul
bodyparts,,,leftEar,leftEar,rightEar,rightEar,implant,implant,rightPort,rightPort,centrePort,centrePort,leftPort,leftPort
coords,,,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,ML140_190818 Cam2,img09419.png,,,913.039892804466,527.3670851657716,1059.1350432866095,782.1842080997432,219.93731842406365,889.7736600051977,635.5723589430304,895.4362627370638,1036.4846323591455,888.6411394588246
labeled-data,ML140_190818 Cam2,img10180.png,1106.7009062342843,547.7524550004894,,,911.9073722580928,769.7264820896379,219.93731842406365,889.7736600051977,635.5723589430304,895.4362627370638,1036.4846323591455,888.6411394588246
labeled-data,ML140_190818 Cam2,img12381.png,779.4024683324276,494.5239893209486,463.429235894303,528.4996057121449,629.9097562111643,743.6785095230541,219.93731842406365,889.7736600051977,635.5723589430304,895.4362627370638,1036.4846323591455,888.6411394588246
labeled-data,ML140_190818 Cam2,img16888.png,838.2935367438344,520.5719618875324,515.5251810274706,545.487413907743,640.1024411285232,786.714290285236,219.93731842406365,889.7736600051977,635.5723589430304,895.4362627370638,1036.4846323591455,888.6411394588246
labeled-data,ML140_190818 Cam2,img17502.png,,,535.9105508621883,582.8605919380587,620.8495918401787,837.6777148720303,219.93731842406365,889.7736600051977,635.5723589430304,895.4362627370638,1036.4846323591455,888.6411394588246
labeled-data,ML140_190818 Cam2,img21119.png,1175.78465956305,556.8126193714751,871.1366325886573,563.6077426497143,1029.6895090809062,819.557386130059,219.93731842406365,889.7736600051977,635.5723589430304,895.4362627370638,1036.4846323591455,888.6411394588246
labeled-data,ML140_190818 Cam2,img22746.png,275.4308251963507,543.2223728149966,,,159.91372946628368,764.0638793577718,219.93731842406365,889.7736600051977,635.5723589430304,895.4362627370638,1036.4846323591455,888.6411394588246
labeled-data,ML140_190818 Cam2,img33251.png,759.0170984977099,610.0410850510158,,,550.63331796504,826.3525094082981,219.93731842406365,889.7736600051977,635.5723589430304,895.4362627370638,1036.4846323591455,888.6411394588246
labeled-data,ML140_190818 Cam2,img34647.png,338.8519757932503,488.86138658908266,,,191.62430476473347,714.2329753173508,219.93731842406365,889.7736600051977,635.5723589430304,895.4362627370638,1036.4846323591455,888.6411394588246
labeled-data,ML140_190818 Cam2,img34913.png,266.3706608253651,544.3548933613698,,,173.50397602276215,794.6419341098484,219.93731842406365,889.7736600051977,635.5723589430304,895.4362627370638,1036.4846323591455,888.6411394588246
labeled-data,ML140_190818 Cam2,img40315.png,,,941.3529064637962,595.3183179481641,1087.4480569459397,818.4248655836857,219.93731842406365,889.7736600051977,635.5723589430304,895.4362627370638,1034.219591266399,889.7736600051977
labeled-data,ML140_190818 Cam2,img40754.png,283.3584690209632,519.4394413411593,,,171.23893493001574,751.6061533476666,219.93731842406365,889.7736600051977,635.5723589430304,895.4362627370638,1034.219591266399,889.7736600051977
labeled-data,ML140_190818 Cam2,img44282.png,295.81619503106845,556.8126193714751,,,201.81698968209233,794.6419341098484,219.93731842406365,889.7736600051977,635.5723589430304,895.4362627370638,1034.219591266399,889.7736600051977
labeled-data,ML140_190818 Cam2,img46083.png,552.8983590577864,525.1020440730252,,,320.73164705127897,644.0167014422119,219.93731842406365,889.7736600051977,635.5723589430304,895.4362627370638,1034.219591266399,889.7736600051977
labeled-data,ML140_190818 Cam2,img46719.png,,,813.3780847236238,591.9207563090445,1052.3399200083704,783.3167286461163,219.93731842406365,889.7736600051977,635.5723589430304,895.4362627370638,1034.219591266399,889.7736600051977
labeled-data,ML140_190818 Cam2,img48431.png,,,458.8991537088102,142.31009939888145,714.8487971891549,176.28571579007763,219.93731842406365,889.7736600051977,635.5723589430304,895.4362627370638,1034.219591266399,889.7736600051977
labeled-data,ML140_190818 Cam2,img48981.png,,,911.9073722580928,551.150016639609,1072.7252898430881,783.3167286461163,219.93731842406365,889.7736600051977,635.5723589430304,895.4362627370638,1034.219591266399,889.7736600051977
labeled-data,ML140_190818 Cam2,img52746.png,,,883.5943585987626,598.7158795872837,1058.0025227402364,813.8947833981929,219.93731842406365,889.7736600051977,635.5723589430304,895.4362627370638,1034.219591266399,889.7736600051977
labeled-data,ML140_190818 Cam2,img53290.png,358.10482508159487,571.5353864743267,,,189.35926367198707,779.9191670069968,219.93731842406365,889.7736600051977,635.5723589430304,895.4362627370638,1034.219591266399,889.7736600051977
labeled-data,ML140_190818 Cam2,img53477.png,356.9723045352216,574.9329481134464,,,175.7690171155086,784.4492491924896,219.93731842406365,889.7736600051977,635.5723589430304,895.4362627370638,1034.219591266399,889.7736600051977
