scorer,,,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul
bodyparts,,,leftEar,leftEar,rightEar,rightEar,implant,implant,leftPort,leftPort,rightPort,rightPort,centrePort,centrePort
coords,,,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,PMA36 2021_09_16_09_31_58 Cam2,img0016370.png,560.3835834823858,207.20199860020216,465.897231511004,95.91807294501903,,,595.0285792052258,510.6081732638619,132.0454545454545,507.45862819814914,363.0120926977214,510.6081732638619
labeled-data,PMA36 2021_09_16_09_31_58 Cam2,img0061230.png,359.8625476320086,320.58562096586047,213.9336262539855,249.19593280970523,588.7294890738004,508.5084765533867,127.84606112450416,510.6081732638619,364.0619410529589,507.45862819814914,,
labeled-data,PMA36 2021_09_16_09_31_58 Cam2,img0153455.png,680.0662959794696,296.4391087953962,527.8382844700209,320.58562096586047,613.9258495995023,415.0719729372424,595.0285792052258,509.5583249086243,136.2448479664048,511.6580216190994,357.7628509215335,510.6081732638619
labeled-data,PMA36 2021_09_16_09_31_58 Cam2,img0195824.png,249.6284703320631,356.2804650439381,119.4472742826036,256.5448712963683,130.9956061902169,397.2245508982036,585.5799440080876,507.45862819814914,133.09530290069205,509.5583249086243,363.0120926977214,507.45862819814914
labeled-data,PMA36 2021_09_16_09_31_58 Cam2,img0202311.png,685.3155377556575,291.1898670192083,548.8352515747724,326.8847110972859,629.6735749280659,407.72303445057935,592.9288824947507,503.2592347771988,127.84606112450416,506.40877984291154,365.1117894081965,510.6081732638619
labeled-data,PMA36 2021_09_16_09_31_58 Cam2,img0357437.png,458.54829302434086,304.8378956372968,276.92452756824014,314.286530834435,361.9622443424838,414.0221245820048,591.8790341395131,509.5583249086243,135.1949996111672,509.5583249086243,357.7628509215335,506.40877984291154
labeled-data,PMA36 2021_09_16_09_31_58 Cam2,img0956650.png,234.93059335873704,306.93759234777195,,,115.24788086165324,364.67925188583865,589.7793374290379,507.45862819814914,132.0454545454545,506.40877984291154,361.9622443424838,508.5084765533867
labeled-data,PMA36 2021_09_16_09_31_58 Cam2,img0964218.png,671.6675091375689,299.5886538611089,516.2899525624076,327.9345594525235,591.8790341395131,418.2215180029551,587.6796407185628,507.45862819814914,133.09530290069205,511.6580216190994,366.1616377634341,510.6081732638619
labeled-data,PMA36 2021_09_16_09_31_58 Cam2,img0978856.png,260.1269538844389,355.2306166887005,120.49712263784112,268.0932032039816,139.3943930321175,405.62333774010415,589.7793374290379,508.5084765533867,132.0454545454545,508.5084765533867,366.1616377634341,511.6580216190994
labeled-data,PMA36 2021_09_16_09_31_58 Cam2,img1066760.png,534.1373746014464,262.8439614277937,377.7099696710475,320.58562096586047,503.6917722995567,390.9254607667781,599.2279726261762,508.5084765533867,137.2946963216424,509.5583249086243,360.9123959872462,507.45862819814914
labeled-data,PMA36 2021_09_16_09_31_58 Cam2,img1086791.png,213.9336262539855,338.4330430048993,56.456372968348944,289.09017030873315,112.0983357959405,415.0719729372424,591.8790341395131,505.358931487674,129.9457578349793,512.707869974337,360.9123959872462,508.5084765533867
labeled-data,PMA36 2021_09_16_09_31_58 Cam2,img1193404.png,649.6206936775799,299.5886538611089,504.7416206547943,332.1339528734738,603.4273660471265,411.9224278715296,595.0285792052258,508.5084765533867,124.69651605879142,510.6081732638619,365.1117894081965,513.7577183295746
labeled-data,PMA36 2021_09_16_09_31_58 Cam2,img1295916.png,24.960922311221623,169.4074578116494,150.94272493973085,85.41958939264327,,,598.1781242709386,509.5583249086243,135.1949996111672,513.7577183295746,364.0619410529589,508.5084765533867
labeled-data,PMA36 2021_09_16_09_31_58 Cam2,img1677618.png,218.13301967493575,337.3831946496617,64.85515981024957,284.89077688778286,118.397425927366,415.0719729372424,589.7793374290379,510.6081732638619,129.9457578349793,508.5084765533867,369.3111828291469,511.6580216190994
labeled-data,PMA36 2021_09_16_09_31_58 Cam2,img2076113.png,651.720390388055,295.38926044015864,508.9410140757445,341.582588070612,586.6297923633252,422.4209114239054,597.128275915701,505.358931487674,128.89590947974176,507.45862819814914,359.8625476320086,508.5084765533867
labeled-data,PMA36 2021_09_16_09_31_58 Cam2,img2326833.png,430.2023874329264,328.98440780776104,269.57558908157705,334.23364958394893,364.0619410529589,456.0160587915079,590.8291857842755,504.3090831324364,129.9457578349793,513.7577183295746,363.0120926977214,508.5084765533867
labeled-data,PMA36 2021_09_16_09_31_58 Cam2,img2455869.png,671.6675091375689,295.38926044015864,524.6887394043082,323.7351660315732,601.3276693366513,408.7728828058169,598.1781242709386,508.5084765533867,135.1949996111672,510.6081732638619,365.1117894081965,509.5583249086243
labeled-data,PMA36 2021_09_16_09_31_58 Cam2,img2631144.png,219.18286803017335,340.5327397153744,80.60288513881324,276.49199004588223,115.24788086165324,403.52364102962906,591.8790341395131,508.5084765533867,127.84606112450416,513.7577183295746,363.0120926977214,512.707869974337
labeled-data,PMA36 2021_09_16_09_31_58 Cam2,img2635336.png,443.8504160510148,334.23364958394893,276.92452756824014,319.53577261062287,332.5664903958317,432.9193949762812,592.9288824947507,504.3090831324364,126.79621276926662,505.358931487674,365.1117894081965,502.20938642196126
labeled-data,PMA36 2021_09_16_09_31_58 Cam2,img2728820.png,649.6206936775799,291.1898670192083,517.3398009176452,336.33334629442413,609.726456178552,426.6203048448557,590.8291857842755,508.5084765533867,132.0454545454545,509.5583249086243,356.7130025662959,506.40877984291154
