scorer,,,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul
bodyparts,,,leftEar,leftEar,rightEar,rightEar,implant,implant,leftPort,leftPort,rightPort,rightPort,centrePort,centrePort
coords,,,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,PMA18_2020-11-16-102234 Cam2,img15636.png,,,1017.1744536900228,525.8429504627111,1163.3600046659926,685.1477175519093,1120.2540088653864,793.8497939186564,406.1938175596857,836.9557897192628,769.7835212691499,825.710747336496
labeled-data,PMA18_2020-11-16-102234 Cam2,img16303.png,889.7306400186641,538.9621665759391,672.32648728517,443.3793063224202,739.7967415817715,649.5384166731474,1125.8765300567698,803.2206625709621,408.0679912901469,836.9557897192628,754.7901314254608,814.4657049537291
labeled-data,PMA18_2020-11-16-102234 Cam2,img21016.png,,,278.7500038883271,557.7039038805507,432.4322497861418,722.6311921611324,1122.1281825958472,805.0948363014232,396.8229489073799,840.7041371801852,762.2868263473055,820.0882261451125
labeled-data,PMA18_2020-11-16-102234 Cam2,img22814.png,672.32648728517,546.4588614977838,,,417.4388599424526,638.2933742903804,1124.0023563263085,791.9756201881951,411.8163387510692,844.4524846411075,771.6576949996112,814.4657049537291
labeled-data,PMA18_2020-11-16-102234 Cam2,img27900.png,499.90250408274346,542.7105140368615,293.7433937320164,527.7171241931723,402.4454700987634,733.8762345438993,1135.2473987090757,795.7239676491174,411.8163387510691,831.3332685278795,767.9093475386888,825.710747336496
labeled-data,PMA18_2020-11-16-102234 Cam2,img35145.png,,,992.8101951940276,493.9819970448714,1135.2473987090757,668.2801539777588,1137.1215724395363,791.9756201881951,408.0679912901469,827.5849210669571,760.4126526168442,818.2140524146513
labeled-data,PMA18_2020-11-16-102234 Cam2,img36125.png,,,1032.1678435337117,542.7105140368615,1168.9825258573765,681.399370090987,1138.9957461699978,799.4723151100397,413.6905124815303,833.2074422583405,764.1610000777665,816.3398786841901
labeled-data,PMA18_2020-11-16-102234 Cam2,img41278.png,829.757080643907,516.4720818104053,634.8430126759469,499.6045182362549,722.9291780076211,700.1411073955985,1125.8765300567698,795.7239676491174,408.0679912901469,833.2074422583405,777.2802161909946,825.710747336496
labeled-data,PMA18_2020-11-16-102234 Cam2,img41904.png,647.9622287891749,419.0150478264252,,,505.52502527412696,615.8032895248466,1122.1281825958472,801.3464888405009,409.942165020608,840.7041371801852,764.1610000777665,820.0882261451125
labeled-data,PMA18_2020-11-16-102234 Cam2,img44572.png,505.52502527412696,559.5780776110118,,,385.577906524613,735.7504082743606,1129.624877517692,795.7239676491174,413.6905124815303,833.2074422583405,767.9093475386888,820.0882261451125
labeled-data,PMA18_2020-11-16-102234 Cam2,img44874.png,,,666.7039660937863,507.10121315809954,767.9093475386888,698.2669336651373,1124.0023563263085,795.7239676491174,393.0746014464576,831.3332685278795,779.1543899214558,816.3398786841901
labeled-data,PMA18_2020-11-16-102234 Cam2,img44986.png,462.4190294735204,527.7171241931723,,,361.213648028618,621.42581071623,1133.3732249786144,799.4723151100397,398.69712263784106,836.9557897192628,771.6576949996112,820.0882261451125
labeled-data,PMA18_2020-11-16-102234 Cam2,img45136.png,468.0415506649039,533.3396453845556,,,344.3460844544676,673.9026751691424,1112.7573139435417,808.8431837623455,408.0679912901469,833.2074422583405,773.5318687300722,820.0882261451125
labeled-data,PMA18_2020-11-16-102234 Cam2,img47274.png,,,1011.5519324986392,527.7171241931723,1165.234178396454,677.6510226300646,1125.8765300567698,793.8497939186564,408.0679912901469,831.3332685278795,764.1610000777665,823.8365736060348
labeled-data,PMA18_2020-11-16-102234 Cam2,img49481.png,747.2934365036161,508.9753868885607,,,692.9423983202427,700.1411073955985,1127.750703787231,795.7239676491174,396.8229489073799,831.3332685278795,752.9159576949995,818.2140524146513
labeled-data,PMA18_2020-11-16-102234 Cam2,img49808.png,,,1032.1678435337117,467.7435648184153,1152.114962283226,647.6642429426861,1120.2540088653864,797.5981413795786,413.6905124815303,838.829963449724,762.2868263473055,812.5915312232678
labeled-data,PMA18_2020-11-16-102234 Cam2,img50689.png,674.200661015631,522.0946030017888,,,449.2998133602923,632.670853098997,1127.750703787231,799.4723151100397,402.4454700987634,821.9623998755736,766.0351738082278,818.2140524146513
labeled-data,PMA18_2020-11-16-102234 Cam2,img51264.png,486.7832879695154,585.8165098374681,,,355.59112683723447,668.2801539777588,1127.750703787231,797.5981413795786,402.4454700987634,827.5849210669571,771.6576949996112,820.0882261451125
labeled-data,PMA18_2020-11-16-102234 Cam2,img62059.png,,,,,,,1135.2473987090757,803.2206625709621,415.5646862119914,836.9557897192628,779.1543899214558,820.0882261451125
labeled-data,PMA18_2020-11-16-102234 Cam2,img64425.png,,,1015.3002799595614,486.4853021230268,1133.3732249786144,640.1675480208415,1122.1281825958472,801.3464888405009,411.8163387510691,836.9557897192628,769.7835212691499,821.9623998755736
