scorer,,,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul
bodyparts,,,leftEar,leftEar,rightEar,rightEar,implant,implant,leftPort,leftPort,rightPort,rightPort,centrePort,centrePort
coords,,,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,PMA36 Confidence Task 21001-09012021114436 Cam1,img071538.png,395.5573917100862,389.8756124115405,293.7221012520413,359.4300101096508,328.3670969748813,450.76681701532,465.897231511004,516.9072633952874,170.8898436892448,461.2653005676957,317.86861342250563,491.7109028695855
labeled-data,PMA36 Confidence Task 21001-09012021114436 Cam1,img081663.png,,,300.0211913834668,347.88167820203745,338.86558052725707,417.1716696477175,465.897231511004,512.707869974337,175.08923711019514,459.1656038572206,314.71906835679283,493.8105995800606
labeled-data,PMA36 Confidence Task 21001-09012021114436 Cam1,img082810.png,,,297.9214946729916,378.3272805039272,335.7160354615444,436.0689400419938,466.94707986624144,510.6081732638619,169.83999533400726,464.4148456334085,317.86861342250563,493.8105995800606
labeled-data,PMA36 Confidence Task 21001-09012021114436 Cam1,img151571.png,,,432.30208414340143,399.3242476086787,464.8473831557664,463.3649972781709,458.54829302434086,515.8574150400498,175.08923711019514,465.4646939886461,316.81876506726803,494.8604479352982
labeled-data,PMA36 Confidence Task 21001-09012021114436 Cam1,img153082.png,243.3293802006376,373.0780387277393,,,176.1390854654327,400.37409596391626,465.897231511004,514.8075666848122,165.64060191305697,462.3151489229333,314.71906835679283,491.7109028695855
labeled-data,PMA36 Confidence Task 21001-09012021114436 Cam1,img164588.png,,,220.23271638541087,356.2804650439381,272.72513414728974,424.52060813438055,464.8473831557664,515.8574150400498,168.79014697876966,460.21545221245816,321.0181584882183,495.91029629053577
labeled-data,PMA36 Confidence Task 21001-09012021114436 Cam1,img191490.png,253.8278637530134,388.8257640563029,,,187.6874173730461,408.7728828058169,462.7476864452912,510.6081732638619,169.83999533400726,461.2653005676957,316.81876506726803,489.6112061591104
labeled-data,PMA36 Confidence Task 21001-09012021114436 Cam1,img228098.png,,,440.7008709853021,390.9254607667781,485.8443502605179,450.76681701532,458.54829302434086,515.8574150400498,168.79014697876966,462.3151489229333,322.0680068434559,494.8604479352982
labeled-data,PMA36 Confidence Task 21001-09012021114436 Cam1,img234740.png,255.9275604634886,384.6263706353526,,,180.33847888638303,405.62333774010415,463.7975348005288,506.40877984291154,170.8898436892448,458.115755501983,313.66922000155523,491.7109028695855
labeled-data,PMA36 Confidence Task 21001-09012021114436 Cam1,img241818.png,,,454.3488996033906,403.52364102962906,495.2929854576561,453.91636208103273,452.2492028929154,510.6081732638619,167.7402986235321,460.21545221245816,322.0680068434559,494.8604479352982
labeled-data,PMA36 Confidence Task 21001-09012021114436 Cam1,img254491.png,,,438.6011742748269,399.3242476086787,493.1932887471809,456.0160587915079,465.897231511004,510.6081732638619,174.03938875495754,458.115755501983,312.61937164631775,496.96014464577337
labeled-data,PMA36 Confidence Task 21001-09012021114436 Cam1,img258534.png,246.4789252663503,368.878645306789,,,179.28863053114543,403.52364102962906,464.8473831557664,511.6580216190994,167.7402986235321,463.3649972781709,319.9683101329807,498.0099930010109
labeled-data,PMA36 Confidence Task 21001-09012021114436 Cam1,img268282.png,250.6783186873007,379.3771288591647,,,184.5378723073333,408.7728828058169,463.7975348005288,509.5583249086243,165.64060191305697,463.3649972781709,311.56952329108015,490.6610545143479
labeled-data,PMA36 Confidence Task 21001-09012021114436 Cam1,img285753.png,255.9275604634886,376.227583793452,,,187.6874173730461,402.47379267439146,465.897231511004,512.707869974337,169.83999533400726,466.5145423438836,319.9683101329807,493.8105995800606
labeled-data,PMA36 Confidence Task 21001-09012021114436 Cam1,img292847.png,244.3792285558752,380.4269772144023,,,168.79014697876966,405.62333774010415,464.8473831557664,513.7577183295746,168.79014697876966,462.3151489229333,319.9683101329807,491.7109028695855
labeled-data,PMA36 Confidence Task 21001-09012021114436 Cam1,img305253.png,385.0589081577105,376.227583793452,306.32028151489226,357.3303133991756,350.41391243487044,419.2713663581927,464.8473831557664,516.9072633952874,172.98954039972,463.3649972781709,322.0680068434559,495.91029629053577
labeled-data,PMA36 Confidence Task 21001-09012021114436 Cam1,img338235.png,,,363.0120926977214,365.72910024107625,437.5513259195893,415.0719729372424,465.897231511004,511.6580216190994,171.9396920444824,459.1656038572206,317.86861342250563,493.8105995800606
labeled-data,PMA36 Confidence Task 21001-09012021114436 Cam1,img344183.png,242.2795318454,377.2774321486896,,,168.79014697876966,399.3242476086787,470.09662493195424,509.5583249086243,170.8898436892448,462.3151489229333,317.86861342250563,493.8105995800606
labeled-data,PMA36 Confidence Task 21001-09012021114436 Cam1,img360283.png,,,436.5014775643517,395.1248541877284,474.2960183529045,462.3151489229333,464.8473831557664,513.7577183295746,177.1889338206703,464.4148456334085,317.86861342250563,494.8604479352982
labeled-data,PMA36 Confidence Task 21001-09012021114436 Cam1,img375550.png,262.226650594914,388.8257640563029,186.6375690178085,354.18076833346294,191.88681079399635,415.0719729372424,461.6978380900536,514.8075666848122,167.7402986235321,461.2653005676957,308.41997822536734,491.7109028695855
