scorer,,,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul,Paul
bodyparts,,,leftEar,leftEar,rightEar,rightEar,implant,implant,leftPort,leftPort,rightPort,rightPort,centrePort,centrePort
coords,,,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,PMA18_2020-12-01-135256 Cam2,img013576.png,1137.1215724395363,531.4654716540945,919.7174197060424,522.0946030017888,1041.5387121860176,718.8828447002101,1034.042017264173,848.2008321020298,314.35930476708904,840.7041371801852,659.2072711719419,844.4524846411075
labeled-data,PMA18_2020-12-01-135256 Cam2,img014347.png,,,194.41218601757495,553.9555564196284,334.97521580216176,728.2537133525159,1039.6645384555563,838.829963449724,303.11426238432205,836.9557897192628,674.200661015631,846.3266583715687
labeled-data,PMA18_2020-12-01-135256 Cam2,img017897.png,,,936.5849832801928,572.6972937242399,1045.2870596469402,733.8762345438993,1028.4194960727896,840.7041371801852,297.49174119293866,836.9557897192628,651.7105762500972,842.5783109106463
labeled-data,PMA18_2020-12-01-135256 Cam2,img020772.png,445.55146589937,525.8429504627111,198.1605334784973,540.8363403064003,342.4719107240064,732.0020608134382,1034.042017264173,848.2008321020298,314.35930476708904,842.5783109106463,666.7039660937863,848.2008321020298
labeled-data,PMA18_2020-12-01-135256 Cam2,img022240.png,398.69712263784106,559.5780776110118,196.28635974803612,546.4588614977838,308.73678357570554,743.2471031962051,1013.4261062291004,840.7041371801852,306.8626098452444,831.3332685278795,668.5781398242476,846.3266583715687
labeled-data,PMA18_2020-12-01-135256 Cam2,img023865.png,400.5712963683022,531.4654716540945,201.90888093941965,544.5846877673226,327.4785208803171,735.7504082743606,1041.5387121860176,838.829963449724,312.4851310366279,831.3332685278795,676.0748347460923,850.0750058324909
labeled-data,PMA18_2020-12-01-135256 Cam2,img024707.png,456.79650828213687,604.5582471420796,,,301.2400886538609,700.1411073955985,1019.0486274204836,844.4524846411075,304.9884361147832,846.3266583715687,670.4523135547087,844.4524846411075
labeled-data,PMA18_2020-12-01-135256 Cam2,img027547.png,391.2004277159964,568.9489462633177,,,297.49174119293866,733.8762345438993,1030.2936698032509,844.4524846411075,301.2400886538609,840.7041371801852,676.0748347460923,848.2008321020298
labeled-data,PMA18_2020-12-01-135256 Cam2,img030093.png,792.2736060346839,555.8297301500895,,,647.9622287891749,761.9888405008167,1030.2936698032509,850.0750058324909,295.6175674624775,838.829963449724,666.7039660937863,848.2008321020298
labeled-data,PMA18_2020-12-01-135256 Cam2,img032232.png,426.8097285947584,533.3396453845556,203.7830546698808,565.2005988023953,327.4785208803171,730.1278870829769,1028.4194960727896,848.2008321020297,304.9884361147832,835.0816159888018,668.5781398242476,850.0750058324909
labeled-data,PMA18_2020-12-01-135256 Cam2,img034211.png,1135.2473987090757,535.2138191150168,919.7174197060424,550.2072089587061,1022.796974881406,709.5119760479042,1028.4194960727896,838.829963449724,293.7433937320164,831.3332685278795,655.4589237110196,853.8233532934132
labeled-data,PMA18_2020-12-01-135256 Cam2,img034955.png,,,,,,,1019.0486274204836,836.9557897192628,291.8692200015552,836.9557897192628,657.3330974414806,842.5783109106463
labeled-data,PMA18_2020-12-01-135256 Cam2,img035895.png,381.8295590636907,602.6840734116184,243.14070300956507,709.5119760479042,1020.922801150945,842.5783109106463,301.2400886538609,833.2074422583405,664.8297923633253,844.4524846411075,,
labeled-data,PMA18_2020-12-01-135256 Cam2,img039531.png,,,930.9624620888096,563.3264250719342,1075.2738393343184,724.5053658915936,1017.1744536900228,836.9557897192628,299.3659149233998,838.829963449724,657.3330974414806,844.4524846411075
labeled-data,PMA18_2020-12-01-135256 Cam2,img040749.png,,,179.41879617388577,555.8297301500895,327.4785208803171,726.3795396220547,1034.042017264173,838.829963449724,301.2400886538609,831.3332685278795,666.7039660937863,840.7041371801852
labeled-data,PMA18_2020-12-01-135256 Cam2,img043395.png,,,1000.3068901158724,561.452251341473,,,1024.6711486118677,844.4524846411075,297.49174119293866,836.9557897192628,657.3330974414806,840.7041371801852
labeled-data,PMA18_2020-12-01-135256 Cam2,img044077.png,,,947.83002566296,580.1939886460846,1077.1480130647797,743.2471031962051,1037.7903647250955,842.5783109106463,301.2400886538609,838.829963449724,666.7039660937863,851.9491795629522
labeled-data,PMA18_2020-12-01-135256 Cam2,img045973.png,389.3262539855352,565.2005988023953,,,256.25991912279324,681.399370090987,1026.5453223423283,842.5783109106463,295.6175674624775,833.2074422583405,655.4589237110196,838.829963449724
labeled-data,PMA18_2020-12-01-135256 Cam2,img046960.png,,,,,,,,,,,,
labeled-data,PMA18_2020-12-01-135256 Cam2,img050082.png,,,,,,,,,,,,
